signal_date,ticker,pattern,pattern_family,entry_price,stop_pct,stop_price,score_trend,score_setup,score_volume,score_rsi,score_risk,score_pattern,sma50_slope_pct,ma_slope_bonus,feature_recent_signal_count,feature_close_vs_prev_high_pct,feature_close_vs_sma50_pct,feature_gap_pct,feature_range_vs_atr,feature_gap_sequence_risk,feature_exhaustion_risk,pattern_bonus,score_penalty_crowding,score_penalty_extension,score_penalty_gap_shock,score_penalty_total,score_penalty_stop_risk,signal_score,markov_state,markov_p_continuation,markov_p_adverse,score_markov_adjustment,signal_score_pre_markov,signal_stop_risk,signal_stop_risk_5d,signal_gap_through_stop_risk,signal_mae_exceeds_stop_risk,signal_reliability_score,signal_score_pre_stop_risk_penalty,score_penalty_stop_risk_method,score_penalty_stop_risk_gated,consensus_count,signal_score_pre_lt_health,lt_health_points,lt_health_bonus,st_score,st_score_pre_model,markov_state_encoded,month,stop_before_target,candidate_name
2017-05-25,TVSMOTOR.NS,C_macd_crossover,C,543.05,7.0,505.0365,100.0,69.8,64.8,60.7,58.0,53.0,2.28,3.0,0,1.9525,13.5762,0.7429,1.5371,1.3466,11.5823,15.9,-0.0,-0.0,-0.0,-0.0,0.0,83.2,,0.0,0.0,0.0,83.2,0.0637,0.0789,0.0875,0.0662,94,83.2,continuous_power,False,1,83.2,2,0.0,61.3,41.7,0|0|0|0|0,2017-05,0,scores_only
2017-05-25,VEDL.NS,F_vwap_reclaim,F,232.6,1.0,230.2648,100.0,50.2,94.7,93.6,94.0,39.0,-1.07,0.0,0,-15.4028,-5.7869,-0.2233,1.3953,0.4395,0.8842,11.7,-0.0,-0.0,-0.0,-0.0,0.0,6.6,,0.0,0.0,0.0,6.6,0.0637,0.0924,0.059,0.0662,94,6.6,continuous_power,False,1,6.6,2,0.0,60.6,38.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-25,WIPRO.NS,A_breakout_40d,A,100.5844,7.0,93.5435,70.7,65.3,91.4,75.9,58.0,60.0,0.7,2.79,0,1.9092,6.1289,0.1238,1.2127,0.6642,8.7649,18.0,-0.0,-0.0,-0.0,-0.0,0.0,82.3,,0.0,0.0,0.0,82.3,0.0637,0.044,0.037,0.059,94,82.3,continuous_power,False,1,82.3,2,0.0,47.1,34.1,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,BEL.NS,B_pullback_rebound,B,53.0152,5.4,50.1515,100.0,65.4,75.0,99.3,67.6,40.7,1.02,3.0,1,-4.8926,2.0603,0.0,0.9594,1.1709,1.4986,12.2,-0.0,-0.0,-0.0,-0.0,0.0,22.2,,0.0,0.0,0.0,22.2,0.0918,0.0952,0.0875,0.1132,91,22.2,continuous_power,False,1,22.2,2,0.0,41.3,31.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,BPCL.NS,A_breakout_40d,A,249.8833,7.0,232.3915,82.8,60.6,83.1,91.1,58.0,60.0,1.18,3.0,3,1.3246,7.5813,-0.6535,2.8094,2.5301,10.6698,18.0,-0.0,-0.0,-0.0,-0.0,0.0,73.7,,0.0,0.0,0.0,73.7,0.0637,0.044,0.037,0.0617,94,73.7,continuous_power,False,1,73.7,2,0.0,43.9,33.9,0|0|0|0|0,2017-05,1,scores_only
2017-05-26,HINDALCO.NS,C_macd_crossover,C,198.4,6.98,184.55,100.0,65.9,66.8,100.0,58.1,53.0,0.09,0.35,0,-0.9238,3.1217,0.0787,1.9078,1.3421,5.1743,15.9,-0.0,-0.0,-0.0,-0.0,0.0,41.9,,0.0,0.0,0.0,41.9,0.0637,0.0594,0.0604,0.0662,94,41.9,continuous_power,False,1,41.9,2,0.0,45.4,32.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,ITC.NS,A_breakout_40d,A,297.6371,7.0,276.8025,97.4,64.5,74.6,72.7,58.0,60.0,1.36,3.0,1,1.8116,9.8702,0.6499,1.8472,1.7395,13.3861,18.0,-0.0,-0.0,-0.0,-0.0,0.0,85.4,,0.0,0.0,0.0,85.4,0.0637,0.0527,0.059,0.0617,94,85.4,continuous_power,False,1,85.4,2,0.0,54.6,36.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,JSWSTEEL.NS,F_vwap_reclaim,F,198.85,2.14,194.6033,86.5,96.4,73.6,100.0,87.2,39.0,0.76,3.0,1,-3.7978,3.0402,-0.1037,1.3638,0.696,3.9129,11.7,-0.0,-0.0,-0.0,-0.0,0.0,18.6,,0.0,0.0,0.0,18.6,0.0637,0.0789,0.0643,0.0662,94,18.6,continuous_power,False,1,18.6,2,0.0,46.0,32.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,LT.NS,A_breakout_40d,A,1191.7333,7.0,1108.3119,100.0,58.5,70.3,94.8,58.0,60.0,1.51,3.0,3,1.06,6.6804,0.065,1.0845,1.1868,6.9223,18.0,-0.0,-0.0,-0.0,-0.0,0.0,74.4,,0.0,0.0,0.0,74.4,0.0637,0.0527,0.059,0.0638,94,74.4,continuous_power,False,1,74.4,2,0.0,34.4,26.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,NESTLEIND.NS,B_pullback_rebound,B,332.4275,2.99,322.5,60.9,51.2,80.4,100.0,82.1,40.7,0.53,2.13,0,-3.9275,1.9654,0.7779,1.401,1.4786,1.4654,12.2,-0.0,-0.0,-0.0,-0.0,0.0,31.0,,0.0,0.0,0.0,31.0,0.0275,0.044,0.032,0.0498,97,31.0,continuous_power,False,1,31.0,2,0.0,30.7,26.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-26,TATASTEEL.NS,A_breakout_40d,A,48.7563,7.0,45.3434,97.1,66.1,74.0,74.3,58.0,60.0,0.39,1.58,0,2.0134,8.6313,0.4539,1.8633,1.5561,14.2262,18.0,-0.0,-0.0,-0.0,-0.0,0.0,83.1,,0.0,0.0,0.0,83.1,0.0637,0.0527,0.037,0.0617,94,83.1,continuous_power,False,1,83.1,2,0.0,53.0,36.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-29,BPCL.NS,A_breakout_40d,A,251.6167,7.0,234.0035,83.9,55.5,84.8,87.4,58.0,60.0,1.38,3.0,4,0.6937,7.9608,0.5803,1.1822,2.029,10.3721,18.0,-0.0,-0.0,-0.0,-0.0,0.0,78.1,,0.0,0.0,0.0,78.1,0.0637,0.044,0.037,0.059,94,78.1,continuous_power,False,2,78.1,2,0.0,36.5,28.7,0|0|0|0|0,2017-05,1,scores_only
2017-05-29,BPCL.NS,C_macd_crossover,C,251.6167,7.0,234.0035,83.9,100.0,84.8,87.4,58.0,53.0,1.38,3.0,5,0.6937,7.9608,0.5803,1.1822,2.029,10.3721,15.9,-0.0,-0.0,-0.0,-0.0,0.0,84.8,,0.0,0.0,0.0,84.8,0.0637,0.0594,0.0604,0.0662,94,84.8,continuous_power,False,2,84.8,2,0.0,35.5,28.4,0|0|0|0|0,2017-05,1,scores_only
2017-05-29,INDUSTOWER.NS,F_vwap_reclaim,F,379.35,2.8,368.7439,54.8,100.0,70.7,100.0,83.2,39.0,1.91,3.0,2,-2.7058,7.791,0.0135,1.1077,0.1212,4.6856,11.7,-0.0,-0.0,-0.0,-0.0,0.0,6.6,,0.0,0.0,0.0,6.6,0.0637,0.0594,0.059,0.0617,94,6.6,continuous_power,False,1,6.6,2,0.0,47.3,33.1,0|0|0|0|0,2017-05,1,scores_only
2017-05-29,ITC.NS,A_breakout_40d,A,304.1368,7.0,282.8472,98.6,67.5,70.4,64.8,58.0,60.0,1.42,3.0,1,2.1838,11.8905,-1.65,1.9284,1.9764,15.4082,18.0,-0.0,-0.0,-0.0,-0.0,0.0,85.4,,0.0,0.0,0.0,85.4,0.0637,0.0594,0.059,0.0617,94,85.4,continuous_power,False,1,85.4,2,0.0,51.8,37.0,0|0|0|0|0,2017-05,0,scores_only
2017-05-29,POWERGRID.NS,B_pullback_rebound,B,117.6188,6.43,110.0532,81.3,40.2,79.0,100.0,61.4,40.7,0.42,1.68,0,-0.9943,3.4365,0.4698,1.5443,1.5338,4.6583,12.2,-0.0,-0.0,-0.0,-0.0,0.0,45.2,,0.0,0.0,0.0,45.2,0.0637,0.044,0.032,0.0617,94,45.2,continuous_power,False,2,45.2,2,0.0,48.9,32.5,0|0|0|0|0,2017-05,0,scores_only
2017-05-29,POWERGRID.NS,F_vwap_reclaim,F,117.6188,2.19,115.0486,81.3,98.5,79.0,100.0,86.9,39.0,0.42,1.68,1,-0.9943,3.4365,0.4698,1.5443,1.5338,4.6583,11.7,-0.0,-0.0,-0.0,-0.0,0.0,44.8,,0.0,0.0,0.0,44.8,0.0637,0.044,0.037,0.0617,94,44.8,continuous_power,False,2,44.8,2,0.0,36.7,26.7,0|0|0|0|0,2017-05,0,scores_only
2017-05-29,RELIANCE.NS,B_pullback_rebound,B,310.1645,4.55,296.0381,100.0,39.2,72.6,100.0,72.7,40.7,0.22,0.87,0,-5.6726,1.0189,-0.0224,1.1672,0.8215,3.7984,12.2,-0.0,-0.0,-0.0,-0.0,0.0,29.8,,0.0,0.0,0.0,29.8,0.0637,0.0527,0.037,0.0662,94,29.8,continuous_power,False,2,29.8,2,0.0,40.2,29.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-29,RELIANCE.NS,F_vwap_reclaim,F,310.1645,2.28,303.101,100.0,100.0,72.6,100.0,86.3,39.0,0.22,0.87,1,-5.6726,1.0189,-0.0224,1.1672,0.8215,3.7984,11.7,-0.0,-0.0,-0.0,-0.0,0.0,18.6,,0.0,0.0,0.0,18.6,0.0637,0.0594,0.059,0.0662,94,18.6,continuous_power,False,2,18.6,2,0.0,33.7,26.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-30,ADANIENT.NS,F_vwap_reclaim,F,64.2439,1.19,63.479,100.0,57.7,80.2,99.4,92.9,39.0,1.48,3.0,0,-21.4262,-0.0348,0.5386,2.394,1.986,1.7634,11.7,-0.0,-0.0,-0.0,-0.0,0.0,28.4,,0.0,0.0,0.0,28.4,0.0637,0.0789,0.0604,0.0662,94,28.4,continuous_power,False,1,28.4,2,0.0,59.1,37.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-30,ADANIPOWER.NS,D_rsi_bounce,D,5.47,3.66,5.27,97.9,93.4,62.2,67.1,78.1,41.3,-3.08,0.0,0,-38.2619,-20.766,-0.3745,1.1614,0.4553,,12.4,-0.0,0.0,-0.0,0.0,0.0,26.6,,0.0,0.0,0.0,26.6,0.0637,0.0594,0.059,0.059,94,26.6,continuous_power,False,1,26.6,2,0.0,45.0,32.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-30,DLF.NS,B_pullback_rebound,B,180.0,2.83,174.9,100.0,100.0,68.2,83.5,83.0,40.7,2.42,3.0,0,-16.2985,1.9241,-0.4551,1.1229,0.7906,0.5772,12.2,-0.0,-0.0,-0.0,-0.0,0.0,29.0,,0.0,0.0,0.0,29.0,0.0918,0.0924,0.0875,0.0921,91,29.0,continuous_power,False,1,29.0,2,0.0,54.3,35.7,0|0|0|0|0,2017-05,0,scores_only
2017-05-30,HINDALCO.NS,A_breakout_40d,A,203.15,7.0,188.9295,100.0,57.6,79.8,97.6,58.0,60.0,0.25,0.98,1,0.9441,5.4284,0.5963,1.18,0.8038,10.1694,18.0,-0.0,-0.0,-0.0,-0.0,0.0,65.0,,0.0,0.0,0.0,65.0,0.0637,0.0527,0.037,0.0617,94,65.0,continuous_power,False,1,65.0,2,0.0,32.7,28.5,0|0|0|0|0,2017-05,0,scores_only
2017-05-30,NTPC.NS,C_macd_crossover,C,134.375,5.02,127.625,54.2,77.2,68.0,100.0,69.9,53.0,-0.1,0.0,0,-4.1605,-0.6457,0.0,2.3388,2.2693,2.8526,15.9,-0.0,-0.0,-0.0,-0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0637,0.0527,0.037,0.0617,94,0.0,continuous_power,False,1,0.0,2,0.0,47.3,33.1,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,BEL.NS,B_pullback_rebound,B,52.3182,4.14,50.1515,100.0,69.4,69.0,94.6,75.2,40.7,0.76,3.0,2,-6.143,0.3482,1.0579,0.8308,1.4636,0.9813,12.2,-0.0,-0.0,-0.0,-0.0,0.0,19.5,,0.0,0.0,0.0,19.5,0.0918,0.0924,0.0875,0.1132,91,19.5,continuous_power,False,1,19.5,2,0.0,43.0,32.1,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,BHARTIARTL.NS,B_pullback_rebound,B,334.8622,2.91,325.1286,79.2,38.2,91.7,100.0,82.6,40.7,0.36,1.43,0,-1.1704,5.0024,0.8902,0.8879,1.2092,2.6148,12.2,-0.0,-0.0,-0.0,-0.0,0.0,38.6,,0.0,0.0,0.0,38.6,0.0637,0.0527,0.037,0.059,94,38.6,continuous_power,False,1,38.6,2,0.0,54.0,35.2,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,BRITANNIA.NS,B_pullback_rebound,B,1766.325,4.56,1685.75,84.7,62.5,68.2,100.0,72.6,40.7,0.78,3.0,0,-5.8675,1.587,-0.2467,1.2048,0.6409,2.0148,12.2,-0.0,-0.0,-0.0,-0.0,0.0,28.4,,0.0,0.0,0.0,28.4,0.0637,0.0594,0.0604,0.0662,94,28.4,continuous_power,False,1,28.4,2,0.0,37.2,29.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,GRASIM.NS,B_pullback_rebound,B,891.1389,6.2,835.8984,100.0,42.5,100.0,100.0,62.8,40.7,0.77,3.0,0,-4.0218,3.5792,0.2207,0.9384,0.5587,4.7967,12.2,-0.0,-0.0,-0.0,-0.0,0.0,34.6,,0.0,0.0,0.0,34.6,0.0918,0.0924,0.0604,0.1132,91,34.6,continuous_power,False,2,34.6,2,0.0,62.1,37.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,GRASIM.NS,F_vwap_reclaim,F,891.1389,2.3,870.6568,100.0,100.0,100.0,100.0,86.2,39.0,0.77,3.0,1,-4.0218,3.5792,0.2207,0.9384,0.5587,4.7967,11.7,-0.0,-0.0,-0.0,-0.0,0.0,18.6,,0.0,0.0,0.0,18.6,0.1017,0.0968,0.0875,0.1132,90,18.6,continuous_power,False,2,18.6,2,0.0,50.3,33.1,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,ICICIBANK.NS,A_breakout_40d,A,296.7727,7.0,275.9986,81.7,62.2,100.0,72.6,58.0,60.0,1.36,3.0,1,1.5239,12.9632,0.4978,1.075,0.776,11.4776,18.0,-0.0,-0.0,-0.0,-0.0,0.0,90.1,,0.0,0.0,0.0,90.1,0.0637,0.0527,0.037,0.059,94,90.1,continuous_power,False,2,90.1,2,0.0,59.1,37.0,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,ICICIBANK.NS,G_vcp_breakout,G,296.7727,7.0,275.9986,81.7,100.0,100.0,72.6,58.0,52.3,1.36,3.0,2,1.5239,12.9632,0.4978,1.075,0.776,11.4776,15.7,-0.0,-0.0,-0.0,-0.0,0.0,93.3,,0.0,0.0,0.0,93.3,0.1522,0.0924,0.0875,0.1132,85,93.3,continuous_power,False,2,93.3,2,0.0,59.1,37.0,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,INDIGO.NS,B_pullback_rebound,B,1106.9,7.0,1029.417,100.0,39.4,73.1,100.0,58.0,40.7,1.83,3.0,0,-4.3756,3.0115,-0.6744,1.9124,0.9124,3.489,12.2,-0.0,-0.0,-0.0,-0.0,0.0,31.2,,0.0,0.0,0.0,31.2,0.0637,0.0594,0.0604,0.0921,94,31.2,continuous_power,False,2,31.2,2,0.0,46.0,32.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,INDIGO.NS,F_vwap_reclaim,F,1106.9,1.92,1085.671,100.0,87.4,73.1,100.0,88.5,39.0,1.83,3.0,1,-4.3756,3.0115,-0.6744,1.9124,0.9124,3.489,11.7,-0.0,-0.0,-0.0,-0.0,0.0,25.0,,0.0,0.0,0.0,25.0,0.0637,0.0594,0.0604,0.0921,94,25.0,continuous_power,False,2,25.0,2,0.0,37.2,29.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,IOC.NS,B_pullback_rebound,B,143.15,3.13,138.6667,100.0,57.4,100.0,100.0,81.2,40.7,1.29,3.0,2,-3.8401,3.1917,0.7746,1.014,0.7886,1.3166,12.2,-0.0,-0.0,-0.0,-0.0,0.0,26.9,,0.0,0.0,0.0,26.9,0.0918,0.0968,0.0875,0.1132,91,26.9,continuous_power,False,1,26.9,2,0.0,47.3,33.1,0|0|0|0|0,2017-05,1,scores_only
2017-05-31,M&M.NS,A_breakout_40d,A,708.475,7.0,658.8817,52.5,72.1,100.0,83.4,58.0,60.0,0.35,1.4,1,2.7669,7.8625,2.307,1.6508,3.2953,12.6922,18.0,-0.0,-0.0,-0.0,-0.0,0.0,75.3,,0.0,0.0,0.0,75.3,0.0275,0.0,0.0,0.0219,97,75.3,continuous_power,False,3,75.3,2,0.0,37.9,30.1,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,M&M.NS,C_macd_crossover,C,708.475,7.0,658.8817,52.5,100.0,100.0,83.4,58.0,53.0,0.35,1.4,2,2.7669,7.8625,2.307,1.6508,3.2953,12.6922,15.9,-0.0,-0.0,-0.0,-0.0,0.0,78.8,,0.0,0.0,0.0,78.8,0.0275,0.0278,0.032,0.0498,97,78.8,continuous_power,False,3,78.8,2,0.0,50.8,34.6,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,M&M.NS,F_vwap_reclaim,F,708.475,4.74,674.9244,52.5,100.0,100.0,83.4,71.6,39.0,0.35,1.4,3,2.7669,7.8625,2.307,1.6508,3.2953,12.6922,11.7,-0.0,-0.0,-0.0,-0.0,0.0,36.9,,0.0,0.0,0.0,36.9,0.0637,0.044,0.032,0.059,94,36.9,continuous_power,False,3,36.9,2,0.0,63.4,42.3,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,MARUTI.NS,A_breakout_40d,A,7211.0,7.0,6706.23,100.0,57.1,71.0,62.7,58.0,60.0,1.56,3.0,0,0.8884,11.5473,-0.1329,0.787,,9.6257,18.0,-0.0,-0.0,0.0,0.0,0.0,83.6,,0.0,0.0,0.0,83.6,0.0637,0.0594,0.059,0.0638,94,83.6,continuous_power,False,1,83.6,2,0.0,55.0,36.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,NESTLEIND.NS,B_pullback_rebound,B,332.255,2.74,323.1475,63.3,50.0,74.6,100.0,83.6,40.7,0.7,2.81,1,-3.9774,1.4812,0.1023,0.6128,0.1023,0.8965,12.2,-0.0,-0.0,-0.0,-0.0,0.0,5.5,,0.0,0.0,0.0,5.5,0.0637,0.0527,0.059,0.0617,94,5.5,continuous_power,False,1,5.5,2,0.0,46.0,32.9,0|0|0|0|0,2017-05,0,scores_only
2017-05-31,ULTRACEMCO.NS,B_pullback_rebound,B,4195.2002,3.58,4045.0,94.9,71.5,78.2,95.8,78.5,40.7,0.33,1.33,0,-6.4647,0.8729,0.1029,1.7734,1.0607,0.8416,12.2,-0.0,-0.0,-0.0,-0.0,0.0,22.3,,0.0,0.0,0.0,22.3,0.0637,0.0594,0.0604,0.0662,94,22.3,continuous_power,False,1,22.3,2,0.0,37.2,29.6,0|0|0|0|0,2017-05,0,scores_only
2017-06-01,BRITANNIA.NS,B_pullback_rebound,B,1802.95,6.5,1685.75,85.4,46.1,66.5,100.0,61.0,40.7,0.76,3.0,1,-3.9157,3.4827,1.4819,0.6508,1.6252,4.4315,12.2,-0.0,-0.0,-0.0,-0.0,0.0,32.0,,0.0,0.0,0.0,32.0,0.0746,0.067,0.0642,0.0833,93,32.0,continuous_power,False,1,32.0,2,0.0,53.9,35.5,0|0|0|0|0,2017-06,0,scores_only
2017-06-01,TATACONSUM.NS,C_macd_crossover,C,152.4,7.0,141.732,94.1,62.7,79.4,100.0,58.0,53.0,0.31,1.24,0,-3.3608,1.1093,-0.7028,1.3796,1.8224,5.1685,15.9,-0.0,-0.0,-0.0,-0.0,0.0,50.4,,0.0,0.0,0.0,50.4,0.0572,0.0528,0.0498,0.0638,94,50.4,continuous_power,False,2,50.4,2,0.0,41.3,31.3,0|0|0|0|0,2017-06,0,scores_only
2017-06-01,TATACONSUM.NS,F_vwap_reclaim,F,152.4,2.79,148.1435,94.1,100.0,79.4,100.0,83.2,39.0,0.31,1.24,1,-3.3608,1.1093,-0.7028,1.3796,1.8224,5.1685,11.7,-0.0,-0.0,-0.0,-0.0,0.0,23.5,,0.0,0.0,0.0,23.5,0.0645,0.0608,0.0498,0.0833,94,23.5,continuous_power,False,2,23.5,2,0.0,31.7,26.7,0|0|0|0|0,2017-06,0,scores_only
2017-06-02,HEROMOTOCO.NS,A_breakout_40d,A,3849.75,7.0,3580.2675,65.4,72.3,71.4,55.9,58.0,60.0,1.17,3.0,0,2.7847,13.4007,0.6817,1.168,1.0043,14.1961,18.0,-0.0,-0.0,-0.0,-0.0,0.0,79.6,,0.0,0.0,0.0,79.6,0.0502,0.0422,0.0495,0.0452,95,79.6,continuous_power,False,1,79.6,2,0.0,38.7,31.3,0|0|0|0|0,2017-06,1,scores_only
2017-06-02,PIDILITIND.NS,A_breakout_40d,A,395.775,7.0,368.0707,82.1,67.1,72.7,84.2,58.0,60.0,0.96,3.0,0,2.1355,8.6323,0.0,1.4046,1.0272,9.9175,18.0,-0.0,-0.0,-0.0,-0.0,0.0,74.6,,0.0,0.0,0.0,74.6,0.0572,0.0528,0.0498,0.0566,94,74.6,continuous_power,False,1,74.6,2,0.0,33.5,28.7,0|0|0|0|0,2017-06,0,scores_only
2017-06-02,TRENT.NS,C_macd_crossover,C,247.9,4.76,236.1,100.0,65.4,82.8,95.7,71.4,53.0,-0.04,0.0,0,-8.7597,-2.5918,1.0238,1.068,1.3354,0.8319,15.9,-0.0,-0.0,-0.0,-0.0,0.0,4.9,,0.0,0.0,0.0,4.9,0.0746,0.0765,0.0747,0.0833,93,4.9,continuous_power,False,1,4.9,2,0.0,52.1,34.7,0|0|0|0|0,2017-06,0,scores_only
2017-06-05,BRITANNIA.NS,B_pullback_rebound,B,1821.65,7.0,1694.1345,86.5,39.7,69.8,100.0,58.0,40.7,0.84,3.0,2,-2.9191,4.1883,0.0,1.0926,0.5585,5.0908,12.2,-0.0,-0.0,-0.0,-0.0,0.0,42.2,,0.0,0.0,0.0,42.2,0.0746,0.067,0.0642,0.0833,93,42.2,continuous_power,False,1,42.2,2,0.0,53.5,35.4,0|0|0|0|0,2017-06,0,scores_only
2017-06-05,TITAN.NS,A_breakout_40d,A,551.85,7.0,513.2205,100.0,100.0,100.0,63.8,58.0,60.0,0.57,2.27,0,10.1167,15.5951,8.3201,3.2465,10.864,35.2511,18.0,-0.0,-0.0,-0.0,-0.0,0.0,95.1,,0.0,0.0,0.0,95.1,0.0572,0.0528,0.0498,0.0566,94,95.1,continuous_power,False,3,95.1,2,0.0,58.5,43.3,0|0|0|0|0,2017-06,0,scores_only
2017-06-05,TITAN.NS,C_macd_crossover,C,551.85,7.0,513.2205,100.0,100.0,100.0,63.8,58.0,53.0,0.57,2.27,1,10.1167,15.5951,8.3201,3.2465,10.864,35.2511,15.9,-0.0,-0.0,-0.0,-0.0,0.0,96.6,,0.0,0.0,0.0,96.6,0.0746,0.067,0.0642,0.0638,93,96.6,continuous_power,False,3,96.6,2,0.0,59.9,45.0,0|0|0|0|0,2017-06,0,scores_only
2017-06-05,TITAN.NS,F_vwap_reclaim,F,551.85,7.0,513.2205,100.0,100.0,100.0,63.8,58.0,39.0,0.57,2.27,2,10.1167,15.5951,8.3201,3.2465,10.864,35.2511,11.7,-0.0,-0.0,-0.0,-0.0,0.0,70.0,,0.0,0.0,0.0,70.0,0.0746,0.0765,0.0498,0.0833,93,70.0,continuous_power,False,3,70.0,2,0.0,59.9,45.0,0|0|0|0|0,2017-06,0,scores_only
2017-06-05,TRENT.NS,F_vwap_reclaim,F,251.85,2.25,246.1875,100.0,100.0,100.0,100.0,86.5,39.0,-0.03,0.0,1,-7.1007,-1.0988,0.8875,1.1221,1.7737,2.6716,11.7,-0.0,-0.0,-0.0,-0.0,0.0,21.3,,0.0,0.0,0.0,21.3,0.0746,0.0988,0.0747,0.0833,93,21.3,continuous_power,False,1,21.3,2,0.0,46.0,32.9,0|0|0|0|0,2017-06,0,scores_only
2017-06-06,ADANIENT.NS,C_macd_crossover,C,69.7746,7.0,64.8904,100.0,100.0,100.0,94.5,58.0,53.0,1.35,3.0,0,-14.6618,7.1234,1.3617,1.5763,1.938,13.2308,15.9,-0.0,-0.0,-0.0,-0.0,0.0,83.9,,0.0,0.0,0.0,83.9,0.1137,0.101,0.0891,0.1085,89,83.9,continuous_power,False,2,83.9,2,0.0,63.9,43.2,0|0|0|0|0,2017-06,0,scores_only
2017-06-06,ADANIENT.NS,F_vwap_reclaim,F,69.7746,7.0,64.8904,100.0,100.0,100.0,94.5,58.0,39.0,1.35,3.0,1,-14.6618,7.1234,1.3617,1.5763,1.938,13.2308,11.7,-0.0,-0.0,-0.0,-0.0,0.0,57.9,,0.0,0.0,0.0,57.9,0.1137,0.101,0.0891,0.1085,89,57.9,continuous_power,False,2,57.9,2,0.0,63.3,42.6,0|0|0|0|0,2017-06,0,scores_only
2017-06-06,HCLTECH.NS,A_breakout_40d,A,444.725,7.0,413.5943,64.7,69.6,99.4,77.7,58.0,60.0,-0.01,0.0,0,2.4535,5.4111,1.9564,2.3432,3.2997,8.3969,18.0,-0.0,-0.0,-0.0,-0.0,0.0,76.9,,0.0,0.0,0.0,76.9,0.0379,0.0174,0.0057,0.0452,96,76.9,continuous_power,False,2,76.9,2,0.0,37.3,30.3,0|0|0|0|0,2017-06,0,scores_only
2017-06-06,HCLTECH.NS,F_vwap_reclaim,F,444.725,4.21,425.9849,64.7,100.0,99.4,77.7,74.7,39.0,-0.01,0.0,1,2.4535,5.4111,1.9564,2.3432,3.2997,8.3969,11.7,-0.0,-0.0,-0.0,-0.0,0.0,26.3,,0.0,0.0,0.0,26.3,0.0572,0.0528,0.0339,0.0566,94,26.3,continuous_power,False,2,26.3,2,0.0,48.4,34.4,0|0|0|0|0,2017-06,0,scores_only
2017-06-06,TCS.NS,A_breakout_40d,A,1348.0,7.0,1253.64,58.9,71.8,89.3,60.9,58.0,60.0,0.44,1.77,0,2.7204,11.3228,1.0388,1.3221,1.4254,14.4421,18.0,-0.0,-0.0,-0.0,-0.0,0.0,79.5,,0.0,0.0,0.0,79.5,0.0502,0.0422,0.0319,0.0452,95,79.5,continuous_power,False,1,79.5,2,0.0,31.7,27.9,0|0|0|0|0,2017-06,0,scores_only
2017-06-07,GODREJCP.NS,F_vwap_reclaim,F,620.5833,2.46,605.3303,97.9,100.0,74.4,100.0,85.3,39.0,0.81,3.0,0,-3.5063,5.4879,0.1678,1.0007,0.344,4.4396,11.7,-0.0,-0.0,-0.0,-0.0,0.0,22.4,,0.0,0.0,0.0,22.4,0.1137,0.101,0.0891,0.1085,89,22.4,continuous_power,False,1,22.4,2,0.0,46.0,32.9,0|0|0|0|0,2017-06,0,scores_only
2017-06-08,INDUSINDBK.NS,A_breakout_40d,A,1524.1,7.0,1417.413,100.0,53.8,73.0,76.0,58.0,60.0,0.88,3.0,0,0.4713,5.8795,0.2604,0.7063,0.3391,6.242,18.0,-0.0,-0.0,-0.0,-0.0,0.0,83.7,,0.0,0.0,0.0,83.7,0.0572,0.0528,0.0498,0.0632,94,83.7,continuous_power,False,1,83.7,2,0.0,46.4,32.7,0|0|0|0|0,2017-06,1,scores_only
